epoch,beta,kl_loss,loss,recon_loss,val_beta,val_kl_loss,val_loss,val_recon_loss
46,0.574999988079071,0.08808308094739914,0.2951481342315674,0.24450039863586426,0.574999988079071,0.08280081301927567,0.34390828013420105,0.2962978184223175
47,0.5874999761581421,0.07963612675666809,0.2771122455596924,0.23032604157924652,0.5874999761581421,0.0769144669175148,0.3568057119846344,0.31161847710609436
48,0.6000000238418579,0.07480981200933456,0.2686383128166199,0.22375240921974182,0.6000000238418579,0.07417809218168259,0.3616113066673279,0.3171044588088989
49,0.612500011920929,0.07205585390329361,0.26838576793670654,0.22425159811973572,0.612500011920929,0.07248039543628693,0.34711387753486633,0.3027196228504181
50,0.625,0.07147378474473953,0.2784309983253479,0.23375990986824036,0.625,0.06939134001731873,0.33135804533958435,0.28798845410346985
51,0.637499988079071,0.06466828286647797,0.25859352946281433,0.2173675298690796,0.637499988079071,0.06576954573392868,0.33064693212509155,0.2887188494205475
52,0.6499999761581421,0.06398748606443405,0.26476943492889404,0.22317753732204437,0.6499999761581421,0.0631139725446701,0.318401038646698,0.2773769497871399
53,0.6625000238418579,0.0681564211845398,0.4734998047351837,0.4283461272716522,0.6625000238418579,0.060533925890922546,0.34426185488700867,0.30415812134742737
54,0.675000011920929,0.05381898954510689,0.26027214527130127,0.22394432127475739,0.675000011920929,0.05529003590345383,0.32965102791786194,0.292330265045166
55,0.6875,0.049386199563741684,0.24654072523117065,0.21258771419525146,0.6875,0.05122392624616623,0.3163721561431885,0.28115570545196533
56,0.699999988079071,0.0482843779027462,0.24240149557590485,0.2086024284362793,0.699999988079071,0.047583598643541336,0.30942457914352417,0.2761160731315613
57,0.7124999761581421,0.043178390711545944,0.2232198268175125,0.1924552321434021,0.7124999761581421,0.045048464089632034,0.30786892771720886,0.2757718861103058
58,0.7250000238418579,0.04241873696446419,0.22752392292022705,0.1967703402042389,0.7250000238418579,0.04275854304432869,0.3069934546947479,0.2759934961795807
59,0.737500011920929,0.04000189155340195,0.22623661160469055,0.1967352330684662,0.737500011920929,0.040363483130931854,0.2927126884460449,0.26294460892677307
60,0.75,0.036689095199108124,0.213774174451828,0.18625736236572266,0.75,0.03710829094052315,0.286376953125,0.25854572653770447
61,0.762499988079071,0.03499311953783035,0.2154301255941391,0.18874788284301758,0.762499988079071,0.0350303053855896,0.2830255627632141,0.2563149631023407
62,0.7749999761581421,0.03231627121567726,0.2079288810491562,0.18288378417491913,0.7749999761581421,0.03287940099835396,0.2762525677680969,0.25077104568481445
63,0.7875000238418579,0.03130730614066124,0.20935198664665222,0.1846974790096283,0.7875000238418579,0.030962437391281128,0.2706630825996399,0.24628016352653503
64,0.800000011920929,0.02878267504274845,0.20924216508865356,0.18621604144573212,0.800000011920929,0.029813937842845917,0.2715493142604828,0.24769815802574158
65,0.8125,0.026822760701179504,0.20258815586566925,0.18079467117786407,0.8125,0.02845127135515213,0.2707667946815491,0.2476501315832138
66,0.824999988079071,0.024372193962335587,0.18810582160949707,0.1679987609386444,0.824999988079071,0.026953641325235367,0.26978030800819397,0.2475435584783554
67,0.8374999761581421,0.024841949343681335,0.1938692033290863,0.17306406795978546,0.8374999761581421,0.02597055956721306,0.26343390345573425,0.24168357253074646
68,0.8500000238418579,0.024922441691160202,0.19303862750530243,0.17185454070568085,0.8500000238418579,0.025329329073429108,0.25515273213386536,0.23362278938293457
69,0.862500011920929,0.02523919753730297,0.1939420849084854,0.17217327654361725,0.862500011920929,0.02425898052752018,0.24913956224918365,0.22821618616580963
70,0.875,0.02378654107451439,0.18613243103027344,0.16531923413276672,0.875,0.02337067574262619,0.24318809807300568,0.22273875772953033
71,0.887499988079071,0.02124992199242115,0.17670100927352905,0.15784166753292084,0.887499988079071,0.022726522758603096,0.2526293694972992,0.23245958983898163
72,0.8999999761581421,0.021731140092015266,0.1848333477973938,0.16527533531188965,0.8999999761581421,0.021725969389081,0.24470962584018707,0.2251562476158142
73,0.9125000238418579,0.020534437149763107,0.1795126348733902,0.16077497601509094,0.9125000238418579,0.020944267511367798,0.24521276354789734,0.2261011153459549
74,0.925000011920929,0.01854592375457287,0.166682630777359,0.1495276391506195,0.925000011920929,0.021227406337857246,0.24212338030338287,0.22248803079128265
75,0.9375,0.019782543182373047,0.1757637858390808,0.15721766650676727,0.9375,0.020287970080971718,0.2379342019557953,0.2189142256975174
76,0.949999988079071,0.018283799290657043,0.1653582900762558,0.1479886770248413,0.949999988079071,0.019334319978952408,0.24744972586631775,0.2290821224451065
77,0.9624999761581421,0.017832735553383827,0.16040346026420593,0.14323945343494415,0.9624999761581421,0.018722882494330406,0.258268266916275,0.24024750292301178
78,0.9750000238418579,0.018428273499011993,0.1790187656879425,0.1610512137413025,0.9750000238418579,0.019355302676558495,0.2419469654560089,0.22307553887367249
79,0.987500011920929,0.017549576237797737,0.159990131855011,0.14265993237495422,0.987500011920929,0.019839508458971977,0.22467567026615143,0.2050841599702835
80,1.0,0.017959237098693848,0.1551443636417389,0.13718509674072266,1.0,0.019238397479057312,0.2205868363380432,0.2013484388589859
81,1.0,0.015747327357530594,0.13903513550758362,0.12328779697418213,1.0,0.018727438524365425,0.21792902052402496,0.1992015838623047
82,1.0,0.016396235674619675,0.1425057202577591,0.12610948085784912,1.0,0.01840142160654068,0.21325567364692688,0.1948542594909668
83,1.0,0.016321951523423195,0.1426980197429657,0.12637606263160706,1.0,0.017943885177373886,0.21096700429916382,0.19302311539649963
84,1.0,0.014956927858293056,0.13328881561756134,0.1183318942785263,1.0,0.017799105495214462,0.21120814979076385,0.1934090405702591
85,1.0,0.01529248058795929,0.13650956749916077,0.12121709436178207,1.0,0.017423707991838455,0.20878423750400543,0.19136053323745728
86,1.0,0.013981091789901257,0.12726125121116638,0.11328015476465225,1.0,0.017330659553408623,0.20846453309059143,0.19113387167453766
87,1.0,0.015488935634493828,0.13726770877838135,0.12177876383066177,1.0,0.016842294484376907,0.20523402094841003,0.18839173018932343
88,1.0,0.014730582013726234,0.1384091079235077,0.12367852032184601,1.0,0.0164323840290308,0.20715302228927612,0.19072063267230988
89,1.0,0.014577067457139492,0.13509245216846466,0.1205153688788414,1.0,0.016068434342741966,0.20135748386383057,0.18528905510902405
90,1.0,0.014037484303116798,0.12931843101978302,0.11528094112873077,1.0,0.015613513998687267,0.20627200603485107,0.19065849483013153
91,1.0,0.01534980721771717,0.1389988511800766,0.12364903837442398,1.0,0.015684694051742554,0.1954529732465744,0.17976827919483185
92,1.0,0.012989947572350502,0.11947434395551682,0.10648439824581146,1.0,0.015461962670087814,0.19637136161327362,0.1809093952178955
93,1.0,0.01428686361759901,0.1285056471824646,0.11421878635883331,1.0,0.015208347700536251,0.19072191417217255,0.17551356554031372
94,1.0,0.014097516424953938,0.12602517008781433,0.11192766577005386,1.0,0.01473182998597622,0.18995599448680878,0.175224170088768
95,1.0,0.013550170697271824,0.12283048033714294,0.1092803105711937,1.0,0.014375641942024231,0.1890728622674942,0.17469722032546997
96,1.0,0.012740487232804298,0.11921125650405884,0.10647077858448029,1.0,0.014187474735081196,0.18922367691993713,0.1750362068414688
97,1.0,0.012824056670069695,0.12075917422771454,0.1079351082444191,1.0,0.0139981210231781,0.1867857128381729,0.1727875918149948
98,1.0,0.013265077956020832,0.12593230605125427,0.11266724765300751,1.0,0.013952462002635002,0.19422562420368195,0.1802731603384018
99,1.0,0.012556960806250572,0.12589363753795624,0.11333667486906052,1.0,0.013813065364956856,0.18996617197990417,0.17615310847759247
100,1.0,0.012242570519447327,0.1263590008020401,0.11411643773317337,1.0,0.013678999617695808,0.186822310090065,0.17314331233501434
101,1.0,0.013017281889915466,0.11838116496801376,0.1053638756275177,1.0,0.013679777272045612,0.18240056931972504,0.1687207967042923
102,1.0,0.012132091447710991,0.1101885735988617,0.09805649518966675,1.0,0.01371905766427517,0.18122510612010956,0.16750605404376984
103,1.0,0.012116060592234135,0.1089654266834259,0.09684935212135315,1.0,0.013587593100965023,0.18057890236377716,0.16699130833148956
104,1.0,0.011937969364225864,0.1079510822892189,0.0960131287574768,1.0,0.013414494693279266,0.18035590648651123,0.16694140434265137
105,1.0,0.011567913927137852,0.10489553958177567,0.09332761913537979,1.0,0.013314134441316128,0.17992526292800903,0.16661113500595093
106,1.0,0.011777371168136597,0.10656518489122391,0.09478782117366791,1.0,0.013163482770323753,0.17879746854305267,0.16563399136066437
107,1.0,0.011848476715385914,0.10798083245754242,0.09613233804702759,1.0,0.013037539087235928,0.17802739143371582,0.16498985886573792
108,1.0,0.012803932651877403,0.11451663076877594,0.10171269625425339,1.0,0.012854687869548798,0.17623883485794067,0.16338413953781128
109,1.0,0.011589163914322853,0.10602779686450958,0.09443862736225128,1.0,0.012711569666862488,0.17560462653636932,0.16289305686950684
110,1.0,0.010711238719522953,0.09933294355869293,0.08862169831991196,1.0,0.01257379911839962,0.17531155049800873,0.16273775696754456
111,1.0,0.011103932745754719,0.10267314314842224,0.0915692076086998,1.0,0.012419119477272034,0.17540277540683746,0.16298365592956543
112,1.0,0.011961892247200012,0.10945767164230347,0.09749577939510345,1.0,0.012310015968978405,0.17342980206012726,0.16111978888511658
113,1.0,0.010868052951991558,0.1011374443769455,0.09026937931776047,1.0,0.01216384582221508,0.17251546680927277,0.16035161912441254
114,1.0,0.011466789990663528,0.10610514879226685,0.09463834762573242,1.0,0.012040180154144764,0.172386035323143,0.16034585237503052
115,1.0,0.010364094749093056,0.09768176078796387,0.08731766045093536,1.0,0.01187166478484869,0.17199276387691498,0.1601210981607437
116,1.0,0.010512628592550755,0.09864336252212524,0.08813074231147766,1.0,0.011767122894525528,0.17170296609401703,0.1599358469247818
117,1.0,0.010649393312633038,0.10021880269050598,0.08956941962242126,1.0,0.011633091606199741,0.17078913748264313,0.15915603935718536
118,1.0,0.010023829527199268,0.09570306539535522,0.08567924052476883,1.0,0.011528861708939075,0.1705302596092224,0.1590013951063156
119,1.0,0.01180722750723362,0.11017225682735443,0.09836500883102417,1.0,0.011362186633050442,0.1686743050813675,0.15731212496757507
120,1.0,0.010060041211545467,0.09619969874620438,0.08613966405391693,1.0,0.011193916201591492,0.16795964539051056,0.15676572918891907
121,1.0,0.00934150442481041,0.08997836709022522,0.08063685894012451,1.0,0.011256394907832146,0.1685360223054886,0.1572796255350113
122,1.0,0.010087776929140091,0.09691890329122543,0.08683113008737564,1.0,0.011034720577299595,0.1675233542919159,0.15648862719535828
123,1.0,0.00940996129065752,0.09081067144870758,0.08140071481466293,1.0,0.010970691218972206,0.16728082299232483,0.15631012618541718
124,1.0,0.009284062311053276,0.08953624963760376,0.08025218546390533,1.0,0.010898329317569733,0.16728249192237854,0.1563841700553894
125,1.0,0.010284226387739182,0.09919562935829163,0.08891140669584274,1.0,0.010722160339355469,0.16613627970218658,0.15541411936283112
126,1.0,0.00932813249528408,0.09078775346279144,0.08145961910486221,1.0,0.010687105357646942,0.1658957600593567,0.15520866215229034
127,1.0,0.009633706882596016,0.09437884390354156,0.0847451239824295,1.0,0.010611141100525856,0.1645335555076599,0.1539224088191986
128,1.0,0.009602224454283714,0.09647531807422638,0.08687309175729752,1.0,0.010527494363486767,0.16733433306217194,0.1568068414926529
129,1.0,0.00905616208910942,0.09087849408388138,0.08182233572006226,1.0,0.010475496761500835,0.16556359827518463,0.15508809685707092
130,1.0,0.0092014130204916,0.0910213440656662,0.08181993663311005,1.0,0.010475611314177513,0.1643785983324051,0.15390299260616302
131,1.0,0.010222400538623333,0.09956026077270508,0.08933784812688828,1.0,0.010265905410051346,0.16250643134117126,0.15224052965641022
132,1.0,0.009914442896842957,0.09621357917785645,0.08629914373159409,1.0,0.01015943381935358,0.16177597641944885,0.15161654353141785
133,1.0,0.009015838615596294,0.08887049555778503,0.07985465228557587,1.0,0.010093084536492825,0.16129957139492035,0.15120649337768555
134,1.0,0.009548384696245193,0.09358234703540802,0.08403395116329193,1.0,0.009975971654057503,0.1601884961128235,0.15021252632141113
135,1.0,0.009035580791532993,0.08986928313970566,0.08083369582891464,1.0,0.009945767000317574,0.1604069471359253,0.15046118199825287
136,1.0,0.009983513504266739,0.09824717789888382,0.08826366066932678,1.0,0.009788181632757187,0.159303680062294,0.14951549470424652
137,1.0,0.009078461676836014,0.09053246676921844,0.08145400881767273,1.0,0.009696264751255512,0.1596101075410843,0.14991384744644165
138,1.0,0.007859847508370876,0.07925841212272644,0.07139856368303299,1.0,0.009674299508333206,0.15927551686763763,0.14960122108459473
139,1.0,0.009015833958983421,0.08934217691421509,0.08032634854316711,1.0,0.009562977589666843,0.15876224637031555,0.14919926226139069
140,1.0,0.008507155813276768,0.08536396920681,0.076856829226017,1.0,0.009528141468763351,0.15839824080467224,0.1488700956106186
141,1.0,0.009039420634508133,0.090255968272686,0.08121655881404877,1.0,0.009444798342883587,0.15701429545879364,0.14756949245929718
142,1.0,0.008765971288084984,0.08785370737314224,0.0790877416729927,1.0,0.009344636462628841,0.1567995250225067,0.1474548876285553
143,1.0,0.008331979624927044,0.08419335633516312,0.0758613795042038,1.0,0.009317421354353428,0.15734468400478363,0.14802725613117218
144,1.0,0.008804738521575928,0.08983496576547623,0.0810302197933197,1.0,0.009173396043479443,0.15673990547657013,0.1475665122270584
145,1.0,0.008896184153854847,0.0905931293964386,0.08169694989919662,1.0,0.009058143943548203,0.15542685985565186,0.14636871218681335
146,1.0,0.008494678884744644,0.0867382138967514,0.07824353873729706,1.0,0.009060616604983807,0.15567491948604584,0.14661429822444916
147,1.0,0.008270575664937496,0.08509199321269989,0.07682141661643982,1.0,0.008953486569225788,0.15519745647907257,0.14624397456645966
148,1.0,0.008204194717109203,0.08360259234905243,0.07539840042591095,1.0,0.008945547044277191,0.15432462096214294,0.14537906646728516
149,1.0,0.008331789635121822,0.08518575876951218,0.07685397565364838,1.0,0.008840425871312618,0.15400762856006622,0.14516720175743103
150,1.0,0.007909191772341728,0.08156949281692505,0.07366029918193817,1.0,0.008812284097075462,0.1536039561033249,0.14479167759418488
151,1.0,0.008375008590519428,0.08749126642942429,0.07911626249551773,1.0,0.008731372654438019,0.15259724855422974,0.14386586844921112
152,1.0,0.007647863123565912,0.07942932844161987,0.0717814639210701,1.0,0.008634339086711407,0.15266317129135132,0.14402882754802704
153,1.0,0.007949070073664188,0.08296810835599899,0.07501902431249619,1.0,0.008639895357191563,0.15247704088687897,0.14383713901042938
154,1.0,0.007739785593003035,0.0808098092675209,0.07307002693414688,1.0,0.008658523671329021,0.15280355513095856,0.14414502680301666
155,1.0,0.007985258474946022,0.08416926115751266,0.0761839970946312,1.0,0.008546424098312855,0.1528444141149521,0.1442979872226715
156,1.0,0.007636818569153547,0.08106914162635803,0.0734323263168335,1.0,0.008469878695905209,0.15277181565761566,0.14430193603038788
157,1.0,0.007755084428936243,0.0836959257721901,0.07594083994626999,1.0,0.008381913416087627,0.1550026535987854,0.1466207355260849
158,1.0,0.007384860422462225,0.07815353572368622,0.07076866924762726,1.0,0.008398618549108505,0.1528346985578537,0.1444360762834549
159,1.0,0.008001402020454407,0.08573837578296661,0.0777369812130928,1.0,0.008353803306818008,0.15069620311260223,0.14234240353107452
160,1.0,0.008295733481645584,0.08642532676458359,0.0781296044588089,1.0,0.008345981128513813,0.14981862902641296,0.14147265255451202
161,1.0,0.0077434927225112915,0.0811069905757904,0.07336349785327911,1.0,0.008260587230324745,0.14886309206485748,0.1406024992465973
162,1.0,0.007554841693490744,0.07905181497335434,0.07149697840213776,1.0,0.008192909881472588,0.14893659949302673,0.140743687748909
163,1.0,0.007652292028069496,0.08045648038387299,0.07280419021844864,1.0,0.008157449774444103,0.14851011335849762,0.14035266637802124
164,1.0,0.007137639448046684,0.0755510926246643,0.06841344386339188,1.0,0.008123312145471573,0.149115189909935,0.14099188148975372
165,1.0,0.007265879772603512,0.07671692222356796,0.06945103406906128,1.0,0.00805059913545847,0.14970409870147705,0.14165349304676056
166,1.0,0.007041751407086849,0.07474266737699509,0.06770091503858566,1.0,0.008004698902368546,0.14870822429656982,0.14070352911949158
167,1.0,0.007004193961620331,0.07523353397846222,0.0682293176651001,1.0,0.007954522967338562,0.15100042521953583,0.14304590225219727
168,1.0,0.00728155393153429,0.08187762647867203,0.07459607720375061,1.0,0.00798287894576788,0.15728700160980225,0.1493041217327118
169,1.0,0.007410327438265085,0.08175864070653915,0.07434830069541931,1.0,0.007868117652833462,0.14788781106472015,0.14001969993114471
170,1.0,0.007372161373496056,0.07951000332832336,0.07213784009218216,1.0,0.007859587669372559,0.14667493104934692,0.13881534337997437
171,1.0,0.007181169930845499,0.07688549160957336,0.0697043240070343,1.0,0.007812407799065113,0.14661943912506104,0.1388070285320282
172,1.0,0.0074735670350492,0.07963547110557556,0.07216189801692963,1.0,0.0077992272563278675,0.14660850167274475,0.13880927860736847
173,1.0,0.007408624980598688,0.07962768524885178,0.07221905142068863,1.0,0.0077152554877102375,0.14640562236309052,0.13869036734104156
174,1.0,0.007220867555588484,0.07769458740949631,0.07047372311353683,1.0,0.007695444859564304,0.14490045607089996,0.13720500469207764
175,1.0,0.007318209856748581,0.07876143604516983,0.07144322246313095,1.0,0.00762722035869956,0.1453918069601059,0.1377645879983902
176,1.0,0.007154266349971294,0.07692651450634003,0.06977223604917526,1.0,0.007575106341391802,0.14482030272483826,0.13724519312381744
177,1.0,0.006934365723282099,0.07504060864448547,0.06810624152421951,1.0,0.007506954949349165,0.14456728100776672,0.13706032931804657
178,1.0,0.006727050989866257,0.07307107001543045,0.06634402275085449,1.0,0.007498594466596842,0.14448757469654083,0.13698898255825043
179,1.0,0.007617846596986055,0.08295388519763947,0.0753360316157341,1.0,0.00740760238841176,0.14442123472690582,0.13701362907886505
180,1.0,0.006388629786670208,0.06966917961835861,0.06328054517507553,1.0,0.007364205550402403,0.14428363740444183,0.13691943883895874
181,1.0,0.006797449197620153,0.07448048889636993,0.06768304854631424,1.0,0.007336272392421961,0.14503411948680878,0.13769784569740295
182,1.0,0.006586867850273848,0.07329627126455307,0.06670939922332764,1.0,0.007294973824173212,0.14496316015720367,0.1376681923866272
183,1.0,0.00643090158700943,0.07338755577802658,0.06695665419101715,1.0,0.00718315364792943,0.1559409648180008,0.14875781536102295
184,1.0,0.006827406119555235,0.0800631120800972,0.07323571294546127,1.0,0.007234364282339811,0.1468963921070099,0.1396620273590088
185,1.0,0.006059186067432165,0.06961936503648758,0.06356018036603928,1.0,0.007182528730481863,0.14648666977882385,0.13930414617061615
186,1.0,0.006793443579226732,0.07700635492801666,0.07021292299032211,1.0,0.0070901974104344845,0.15009239315986633,0.1430021971464157
187,1.0,0.006448980420827866,0.07438938319683075,0.06794039905071259,1.0,0.007119199726730585,0.14617422223091125,0.1390550285577774
188,1.0,0.006022249348461628,0.0695049837231636,0.06348273158073425,1.0,0.007104287389665842,0.14693781733512878,0.13983352482318878
189,1.0,0.006827512290328741,0.07988321781158447,0.07305571436882019,1.0,0.0071199191734194756,0.1451946198940277,0.13807469606399536
190,1.0,0.0059918914921581745,0.06725828349590302,0.06126640364527702,1.0,0.007105333264917135,0.14441467821598053,0.13730934262275696
191,1.0,0.0068005225621163845,0.07578546553850174,0.06898494064807892,1.0,0.007089480757713318,0.14309096336364746,0.13600148260593414
192,1.0,0.00640010554343462,0.07086091488599777,0.06446080654859543,1.0,0.007062744814902544,0.1424490511417389,0.13538630306720734
193,1.0,0.006648688111454248,0.0737801268696785,0.06713142991065979,1.0,0.007044214755296707,0.14249080419540405,0.13544659316539764
194,1.0,0.006597231142222881,0.07360260933637619,0.06700538843870163,1.0,0.007021185010671616,0.14215226471424103,0.1351310759782791
195,1.0,0.006357785779982805,0.07041514664888382,0.0640573501586914,1.0,0.006992845330387354,0.14208979904651642,0.1350969523191452
196,1.0,0.006894350983202457,0.07664012908935547,0.06974577158689499,1.0,0.006989877205342054,0.1418672800064087,0.13487739861011505
197,1.0,0.006145529914647341,0.0684276893734932,0.06228215619921684,1.0,0.0069754160940647125,0.1419147402048111,0.13493932783603668
198,1.0,0.006536792032420635,0.07344415783882141,0.0669073686003685,1.0,0.006937457248568535,0.1415284276008606,0.1345909684896469
199,1.0,0.006560089532285929,0.0730988010764122,0.0665387213230133,1.0,0.00691858259961009,0.14168021082878113,0.13476163148880005
200,1.0,0.006396998185664415,0.07149536907672882,0.0650983676314354,1.0,0.006907276809215546,0.14148762822151184,0.1345803439617157
201,1.0,0.00649883970618248,0.0728684812784195,0.06636963039636612,1.0,0.006883074529469013,0.1413354128599167,0.13445234298706055
202,1.0,0.006362332031130791,0.07139069586992264,0.06502837687730789,1.0,0.006863251328468323,0.14115291833877563,0.1342896670103073
203,1.0,0.006466451101005077,0.07281351089477539,0.06634706258773804,1.0,0.0068473429419100285,0.14098338782787323,0.13413605093955994
204,1.0,0.006722291931509972,0.07567013800144196,0.06894784420728683,1.0,0.006820950191468,0.14079873263835907,0.13397778570652008
205,1.0,0.005633087363094091,0.06321146339178085,0.05757836997509003,1.0,0.006808571983128786,0.14109037816524506,0.13428179919719696
206,1.0,0.006136458832770586,0.06935302913188934,0.06321655958890915,1.0,0.006804052274674177,0.14118565618991852,0.13438160717487335
207,1.0,0.006544299423694611,0.07383989542722702,0.067295603454113,1.0,0.006772021763026714,0.14083509147167206,0.13406306505203247
